dataset,model,n_classes,val_size,test_size,base_logloss,base_brier,base_accuracy,base_ece-15,ts_logloss,ts_brier,ts_accuracy,ts_ece-15,ts_time,svs_logloss,svs_brier,svs_accuracy,svs_ece-15,svs_time,torch_vs_logloss,torch_vs_brier,torch_vs_accuracy,torch_vs_ece-15,torch_vs_time
imgnet,densenet161,1000,25000,25000,0.943954348564148,0.32500413060188293,0.7704799771308899,0.05716409161686897,0.9087187647819519,0.3210313618183136,0.7704799771308899,0.019424136728048325,0.7106686659972183,0.9068763391916329,0.32086357300089924,0.770359992980957,0.019242865964770317,80.94861458299783,0.951287567615509,0.3208712041378021,0.770799994468689,0.021958334371447563,1.1780703750009707
imgnet,resnet152,1000,25000,25000,0.9884786605834961,0.3376283645629883,0.7620400190353394,0.06538747251033783,0.9415872097015381,0.3317091464996338,0.7620400190353394,0.02073994092643261,0.6908076250001614,0.9398109813987907,0.33154882441424094,0.7620800137519836,0.020501522347331047,83.91888541599837,0.9731379747390747,0.33333897590637207,0.7602800130844116,0.028727883473038673,1.29230033299973
