,model,dataset,fold,default_config,tuned_config
1209,XGBoost,fri_c4_500_100,1,XGBoost_c1_BAG_L1,XGBoost_r178_BAG_L1
1210,NeuralNetFastAI,fri_c4_500_100,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
1211,CatBoost,fri_c4_500_100,2,CatBoost_c1_BAG_L1,CatBoost_r176_BAG_L1
1212,LightGBM,fri_c4_500_100,2,LightGBM_c1_BAG_L1,LightGBM_r66_BAG_L1
1213,LinearModel,fri_c4_500_100,2,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1214,NeuralNetTorch,fri_c4_500_100,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r30_BAG_L1
1215,RandomForest,fri_c4_500_100,2,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
1216,XGBoost,fri_c4_500_100,2,XGBoost_c1_BAG_L1,XGBoost_r95_BAG_L1
1217,NeuralNetFastAI,fri_c4_500_100,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
1218,CatBoost,fried,0,CatBoost_c1_BAG_L1,CatBoost_r23_BAG_L1
1219,LightGBM,fried,0,LightGBM_c1_BAG_L1,LightGBM_r96_BAG_L1
1220,LinearModel,fried,0,LinearModel_c1_BAG_L1,LinearModel_r12_BAG_L1
1221,NeuralNetTorch,fried,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r26_BAG_L1
1222,RandomForest,fried,0,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1223,XGBoost,fried,0,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1224,NeuralNetFastAI,fried,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r30_BAG_L1
1225,CatBoost,fried,1,CatBoost_c1_BAG_L1,CatBoost_r29_BAG_L1
1226,LightGBM,fried,1,LightGBM_c1_BAG_L1,LightGBM_r96_BAG_L1
1227,LinearModel,fried,1,LinearModel_c1_BAG_L1,LinearModel_r3_BAG_L1
1228,NeuralNetTorch,fried,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r26_BAG_L1
1229,RandomForest,fried,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1230,XGBoost,fried,1,XGBoost_c1_BAG_L1,XGBoost_r134_BAG_L1
1231,NeuralNetFastAI,fried,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r30_BAG_L1
1232,CatBoost,fried,2,CatBoost_c1_BAG_L1,CatBoost_r23_BAG_L1
1233,LightGBM,fried,2,LightGBM_c1_BAG_L1,LightGBM_r96_BAG_L1
1234,LinearModel,fried,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1235,NeuralNetTorch,fried,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r75_BAG_L1
1236,RandomForest,fried,2,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1237,XGBoost,fried,2,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1238,NeuralNetFastAI,fried,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r30_BAG_L1
1239,CatBoost,gina,0,CatBoost_c1_BAG_L1,CatBoost_r124_BAG_L1
1240,LightGBM,gina,0,LightGBM_c1_BAG_L1,LightGBM_r83_BAG_L1
1241,LinearModel,gina,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1242,NeuralNetTorch,gina,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r87_BAG_L1
1243,RandomForest,gina,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1244,XGBoost,gina,0,XGBoost_c1_BAG_L1,XGBoost_r142_BAG_L1
1245,NeuralNetFastAI,gina,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r9_BAG_L1
1246,CatBoost,gina,1,CatBoost_c1_BAG_L1,CatBoost_r62_BAG_L1
1247,LightGBM,gina,1,LightGBM_c1_BAG_L1,LightGBM_r72_BAG_L1
1248,LinearModel,gina,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1249,NeuralNetTorch,gina,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r200_BAG_L1
1250,RandomForest,gina,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1251,XGBoost,gina,1,XGBoost_c1_BAG_L1,XGBoost_r71_BAG_L1
1252,NeuralNetFastAI,gina,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r4_BAG_L1
1253,CatBoost,gina,2,CatBoost_c1_BAG_L1,CatBoost_r155_BAG_L1
1254,LightGBM,gina,2,LightGBM_c1_BAG_L1,LightGBM_r22_BAG_L1
1255,LinearModel,gina,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1256,NeuralNetTorch,gina,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r29_BAG_L1
1257,RandomForest,gina,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1258,XGBoost,gina,2,XGBoost_c1_BAG_L1,XGBoost_r142_BAG_L1
1259,NeuralNetFastAI,gina,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r11_BAG_L1
1260,CatBoost,hill-valley,0,CatBoost_c1_BAG_L1,CatBoost_r16_BAG_L1
1261,LightGBM,hill-valley,0,LightGBM_c1_BAG_L1,LightGBM_r139_BAG_L1
1262,LinearModel,hill-valley,0,LinearModel_c1_BAG_L1,LinearModel_r25_BAG_L1
1263,NeuralNetTorch,hill-valley,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
1264,RandomForest,hill-valley,0,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1265,XGBoost,hill-valley,0,XGBoost_c1_BAG_L1,XGBoost_r157_BAG_L1
1266,NeuralNetFastAI,hill-valley,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r100_BAG_L1
1267,CatBoost,hill-valley,1,CatBoost_c1_BAG_L1,CatBoost_r15_BAG_L1
1268,LightGBM,hill-valley,1,LightGBM_c1_BAG_L1,LightGBM_r81_BAG_L1
1269,LinearModel,hill-valley,1,LinearModel_c1_BAG_L1,LinearModel_r34_BAG_L1
1270,NeuralNetTorch,hill-valley,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r156_BAG_L1
1271,RandomForest,hill-valley,1,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1272,XGBoost,hill-valley,1,XGBoost_c1_BAG_L1,XGBoost_r140_BAG_L1
1273,NeuralNetFastAI,hill-valley,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r33_BAG_L1
1274,CatBoost,hill-valley,2,CatBoost_c1_BAG_L1,CatBoost_r42_BAG_L1
1275,LightGBM,hill-valley,2,LightGBM_c1_BAG_L1,LightGBM_r55_BAG_L1
1276,LinearModel,hill-valley,2,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1277,NeuralNetTorch,hill-valley,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
1278,RandomForest,hill-valley,2,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1279,XGBoost,hill-valley,2,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
1280,NeuralNetFastAI,hill-valley,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r33_BAG_L1
1281,CatBoost,hiva_agnostic,0,CatBoost_c1_BAG_L1,CatBoost_r127_BAG_L1
1282,LightGBM,hiva_agnostic,0,LightGBM_c1_BAG_L1,LightGBM_r70_BAG_L1
1283,LinearModel,hiva_agnostic,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1284,NeuralNetTorch,hiva_agnostic,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r142_BAG_L1
1285,RandomForest,hiva_agnostic,0,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
1286,XGBoost,hiva_agnostic,0,XGBoost_c1_BAG_L1,XGBoost_r123_BAG_L1
1287,NeuralNetFastAI,hiva_agnostic,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r95_BAG_L1
1288,CatBoost,hiva_agnostic,1,CatBoost_c1_BAG_L1,CatBoost_r135_BAG_L1
1289,LightGBM,hiva_agnostic,1,LightGBM_c1_BAG_L1,LightGBM_r118_BAG_L1
1290,LinearModel,hiva_agnostic,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1291,NeuralNetTorch,hiva_agnostic,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r57_BAG_L1
1292,RandomForest,hiva_agnostic,1,RandomForest_c1_BAG_L1,RandomForest_r126_BAG_L1
1293,XGBoost,hiva_agnostic,1,XGBoost_c1_BAG_L1,XGBoost_r40_BAG_L1
1294,NeuralNetFastAI,hiva_agnostic,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r120_BAG_L1
1295,CatBoost,hiva_agnostic,2,CatBoost_c1_BAG_L1,CatBoost_r142_BAG_L1
1296,LightGBM,hiva_agnostic,2,LightGBM_c1_BAG_L1,LightGBM_r93_BAG_L1
1297,LinearModel,hiva_agnostic,2,LinearModel_c1_BAG_L1,LinearModel_r2_BAG_L1
1298,NeuralNetTorch,hiva_agnostic,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r95_BAG_L1
1299,RandomForest,hiva_agnostic,2,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
1300,XGBoost,hiva_agnostic,2,XGBoost_c1_BAG_L1,XGBoost_r49_BAG_L1
1301,NeuralNetFastAI,hiva_agnostic,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r95_BAG_L1
1302,CatBoost,houses,0,CatBoost_c1_BAG_L1,CatBoost_r75_BAG_L1
1303,LightGBM,houses,0,LightGBM_c1_BAG_L1,LightGBM_r148_BAG_L1
1304,LinearModel,houses,0,LinearModel_c1_BAG_L1,LinearModel_r35_BAG_L1
1305,NeuralNetTorch,houses,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r1_BAG_L1
1306,RandomForest,houses,0,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1307,XGBoost,houses,0,XGBoost_c1_BAG_L1,XGBoost_r69_BAG_L1
1308,NeuralNetFastAI,houses,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1309,CatBoost,houses,1,CatBoost_c1_BAG_L1,CatBoost_r162_BAG_L1
1310,LightGBM,houses,1,LightGBM_c1_BAG_L1,LightGBM_r146_BAG_L1
1311,LinearModel,houses,1,LinearModel_c1_BAG_L1,LinearModel_r45_BAG_L1
1312,NeuralNetTorch,houses,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r153_BAG_L1
1313,RandomForest,houses,1,RandomForest_c1_BAG_L1,RandomForest_r105_BAG_L1
1314,XGBoost,houses,1,XGBoost_c1_BAG_L1,XGBoost_r22_BAG_L1
1315,NeuralNetFastAI,houses,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1316,CatBoost,houses,2,CatBoost_c1_BAG_L1,CatBoost_r180_BAG_L1
1317,LightGBM,houses,2,LightGBM_c1_BAG_L1,LightGBM_r137_BAG_L1
1318,LinearModel,houses,2,LinearModel_c1_BAG_L1,LinearModel_r25_BAG_L1
1319,NeuralNetTorch,houses,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r79_BAG_L1
1320,RandomForest,houses,2,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1321,XGBoost,houses,2,XGBoost_c1_BAG_L1,XGBoost_r120_BAG_L1
1322,NeuralNetFastAI,houses,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1323,CatBoost,ilpd,0,CatBoost_c1_BAG_L1,CatBoost_r131_BAG_L1
1324,LightGBM,ilpd,0,LightGBM_c1_BAG_L1,LightGBM_r200_BAG_L1
1325,LinearModel,ilpd,0,LinearModel_c1_BAG_L1,LinearModel_r26_BAG_L1
1326,NeuralNetTorch,ilpd,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r86_BAG_L1
1327,RandomForest,ilpd,0,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
1328,XGBoost,ilpd,0,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1329,NeuralNetFastAI,ilpd,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r146_BAG_L1
1330,CatBoost,ilpd,1,CatBoost_c1_BAG_L1,CatBoost_r76_BAG_L1
1331,LightGBM,ilpd,1,LightGBM_c1_BAG_L1,LightGBM_r12_BAG_L1
1332,LinearModel,ilpd,1,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1333,NeuralNetTorch,ilpd,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
1334,RandomForest,ilpd,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1335,XGBoost,ilpd,1,XGBoost_c1_BAG_L1,XGBoost_r119_BAG_L1
1336,NeuralNetFastAI,ilpd,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r52_BAG_L1
1337,CatBoost,ilpd,2,CatBoost_c1_BAG_L1,CatBoost_r49_BAG_L1
1338,LightGBM,ilpd,2,LightGBM_c1_BAG_L1,LightGBM_r153_BAG_L1
1339,LinearModel,ilpd,2,LinearModel_c1_BAG_L1,LinearModel_r15_BAG_L1
1340,NeuralNetTorch,ilpd,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r127_BAG_L1
1341,RandomForest,ilpd,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1342,XGBoost,ilpd,2,XGBoost_c1_BAG_L1,XGBoost_r71_BAG_L1
1343,NeuralNetFastAI,ilpd,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r179_BAG_L1
1344,CatBoost,jasmine,0,CatBoost_c1_BAG_L1,CatBoost_r166_BAG_L1
1345,LightGBM,jasmine,0,LightGBM_c1_BAG_L1,LightGBM_r76_BAG_L1
1346,LinearModel,jasmine,0,LinearModel_c1_BAG_L1,LinearModel_r25_BAG_L1
1347,NeuralNetTorch,jasmine,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r181_BAG_L1
1348,RandomForest,jasmine,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1349,XGBoost,jasmine,0,XGBoost_c1_BAG_L1,XGBoost_r37_BAG_L1
1350,NeuralNetFastAI,jasmine,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r160_BAG_L1
1351,CatBoost,jasmine,1,CatBoost_c1_BAG_L1,CatBoost_r192_BAG_L1
1352,LightGBM,jasmine,1,LightGBM_c1_BAG_L1,LightGBM_r68_BAG_L1
1353,LinearModel,jasmine,1,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1354,NeuralNetTorch,jasmine,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r53_BAG_L1
1355,RandomForest,jasmine,1,RandomForest_c1_BAG_L1,RandomForest_r189_BAG_L1
1356,XGBoost,jasmine,1,XGBoost_c1_BAG_L1,XGBoost_r16_BAG_L1
1357,NeuralNetFastAI,jasmine,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r80_BAG_L1
1358,CatBoost,jasmine,2,CatBoost_c1_BAG_L1,CatBoost_r81_BAG_L1
1359,LightGBM,jasmine,2,LightGBM_c1_BAG_L1,LightGBM_r18_BAG_L1
1360,LinearModel,jasmine,2,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1361,NeuralNetTorch,jasmine,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r53_BAG_L1
1362,RandomForest,jasmine,2,RandomForest_c1_BAG_L1,RandomForest_r189_BAG_L1
1363,XGBoost,jasmine,2,XGBoost_c1_BAG_L1,XGBoost_r98_BAG_L1
1364,NeuralNetFastAI,jasmine,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r80_BAG_L1
1365,CatBoost,jm1,0,CatBoost_c1_BAG_L1,CatBoost_r105_BAG_L1
1366,LightGBM,jm1,0,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
1367,LinearModel,jm1,0,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1368,NeuralNetTorch,jm1,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r154_BAG_L1
1369,RandomForest,jm1,0,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
1370,XGBoost,jm1,0,XGBoost_c1_BAG_L1,XGBoost_r2_BAG_L1
1371,NeuralNetFastAI,jm1,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r7_BAG_L1
1372,CatBoost,jm1,1,CatBoost_c1_BAG_L1,CatBoost_r105_BAG_L1
1373,LightGBM,jm1,1,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
1374,LinearModel,jm1,1,LinearModel_c1_BAG_L1,LinearModel_r29_BAG_L1
1375,NeuralNetTorch,jm1,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r152_BAG_L1
1376,RandomForest,jm1,1,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1377,XGBoost,jm1,1,XGBoost_c1_BAG_L1,XGBoost_r16_BAG_L1
1378,NeuralNetFastAI,jm1,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1379,CatBoost,jm1,2,CatBoost_c1_BAG_L1,CatBoost_r105_BAG_L1
1380,LightGBM,jm1,2,LightGBM_c1_BAG_L1,LightGBM_r149_BAG_L1
1381,LinearModel,jm1,2,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1382,NeuralNetTorch,jm1,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r157_BAG_L1
1383,RandomForest,jm1,2,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
1384,XGBoost,jm1,2,XGBoost_c1_BAG_L1,XGBoost_r65_BAG_L1
1385,NeuralNetFastAI,jm1,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r149_BAG_L1
1386,CatBoost,kc1,0,CatBoost_c1_BAG_L1,CatBoost_r28_BAG_L1
1387,LightGBM,kc1,0,LightGBM_c1_BAG_L1,LightGBM_r89_BAG_L1
1388,LinearModel,kc1,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1389,NeuralNetTorch,kc1,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r116_BAG_L1
1390,RandomForest,kc1,0,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1391,XGBoost,kc1,0,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1392,NeuralNetFastAI,kc1,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r109_BAG_L1
1393,CatBoost,kc1,1,CatBoost_c1_BAG_L1,CatBoost_r3_BAG_L1
1394,LightGBM,kc1,1,LightGBM_c1_BAG_L1,LightGBM_r55_BAG_L1
1395,LinearModel,kc1,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1396,NeuralNetTorch,kc1,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r152_BAG_L1
1397,RandomForest,kc1,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1398,XGBoost,kc1,1,XGBoost_c1_BAG_L1,XGBoost_r102_BAG_L1
1399,NeuralNetFastAI,kc1,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r109_BAG_L1
1400,CatBoost,kc1,2,CatBoost_c1_BAG_L1,CatBoost_r190_BAG_L1
1401,LightGBM,kc1,2,LightGBM_c1_BAG_L1,LightGBM_r75_BAG_L1
1402,LinearModel,kc1,2,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
1403,NeuralNetTorch,kc1,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r190_BAG_L1
1404,RandomForest,kc1,2,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1405,XGBoost,kc1,2,XGBoost_c1_BAG_L1,XGBoost_r74_BAG_L1
1406,NeuralNetFastAI,kc1,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r145_BAG_L1
1407,CatBoost,kc2,0,CatBoost_c1_BAG_L1,CatBoost_r41_BAG_L1
1408,LightGBM,kc2,0,LightGBM_c1_BAG_L1,LightGBM_r158_BAG_L1
1409,LinearModel,kc2,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1410,NeuralNetTorch,kc2,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r1_BAG_L1
1411,RandomForest,kc2,0,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
1412,XGBoost,kc2,0,XGBoost_c1_BAG_L1,XGBoost_r5_BAG_L1
1413,NeuralNetFastAI,kc2,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r41_BAG_L1
1414,CatBoost,kc2,1,CatBoost_c1_BAG_L1,CatBoost_r193_BAG_L1
1415,LightGBM,kc2,1,LightGBM_c1_BAG_L1,LightGBM_r192_BAG_L1
1416,LinearModel,kc2,1,LinearModel_c1_BAG_L1,LinearModel_r18_BAG_L1
1417,NeuralNetTorch,kc2,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r8_BAG_L1
1418,RandomForest,kc2,1,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
1419,XGBoost,kc2,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
1420,NeuralNetFastAI,kc2,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1421,CatBoost,kc2,2,CatBoost_c1_BAG_L1,CatBoost_r193_BAG_L1
1422,LightGBM,kc2,2,LightGBM_c1_BAG_L1,LightGBM_r6_BAG_L1
1423,LinearModel,kc2,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1424,NeuralNetTorch,kc2,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r135_BAG_L1
1425,RandomForest,kc2,2,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
1426,XGBoost,kc2,2,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
1427,NeuralNetFastAI,kc2,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r190_BAG_L1
1428,CatBoost,kdd_el_nino-small,0,CatBoost_c1_BAG_L1,CatBoost_r51_BAG_L1
1429,LightGBM,kdd_el_nino-small,0,LightGBM_c1_BAG_L1,LightGBM_r91_BAG_L1
1430,LinearModel,kdd_el_nino-small,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1431,NeuralNetTorch,kdd_el_nino-small,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1432,RandomForest,kdd_el_nino-small,0,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1433,XGBoost,kdd_el_nino-small,0,XGBoost_c1_BAG_L1,XGBoost_r181_BAG_L1
1434,NeuralNetFastAI,kdd_el_nino-small,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r134_BAG_L1
1435,CatBoost,kdd_el_nino-small,1,CatBoost_c1_BAG_L1,CatBoost_r57_BAG_L1
1436,LightGBM,kdd_el_nino-small,1,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
1437,LinearModel,kdd_el_nino-small,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1438,NeuralNetTorch,kdd_el_nino-small,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r200_BAG_L1
1439,RandomForest,kdd_el_nino-small,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1440,XGBoost,kdd_el_nino-small,1,XGBoost_c1_BAG_L1,XGBoost_r83_BAG_L1
1441,NeuralNetFastAI,kdd_el_nino-small,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r42_BAG_L1
1442,CatBoost,kdd_el_nino-small,2,CatBoost_c1_BAG_L1,CatBoost_r15_BAG_L1
1443,LightGBM,kdd_el_nino-small,2,LightGBM_c1_BAG_L1,LightGBM_r144_BAG_L1
1444,LinearModel,kdd_el_nino-small,2,LinearModel_c1_BAG_L1,LinearModel_r9_BAG_L1
1445,NeuralNetTorch,kdd_el_nino-small,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r83_BAG_L1
1446,RandomForest,kdd_el_nino-small,2,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1447,XGBoost,kdd_el_nino-small,2,XGBoost_c1_BAG_L1,XGBoost_r164_BAG_L1
1448,NeuralNetFastAI,kdd_el_nino-small,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r23_BAG_L1
1449,CatBoost,kdd_internet_usage,0,CatBoost_c1_BAG_L1,CatBoost_r116_BAG_L1
1450,LightGBM,kdd_internet_usage,0,LightGBM_c1_BAG_L1,LightGBM_r75_BAG_L1
1451,LinearModel,kdd_internet_usage,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1452,NeuralNetTorch,kdd_internet_usage,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r181_BAG_L1
1453,RandomForest,kdd_internet_usage,0,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1454,XGBoost,kdd_internet_usage,0,XGBoost_c1_BAG_L1,XGBoost_r184_BAG_L1
1455,NeuralNetFastAI,kdd_internet_usage,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r108_BAG_L1
1456,CatBoost,kdd_internet_usage,1,CatBoost_c1_BAG_L1,CatBoost_r166_BAG_L1
1457,LightGBM,kdd_internet_usage,1,LightGBM_c1_BAG_L1,LightGBM_r175_BAG_L1
1458,LinearModel,kdd_internet_usage,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1459,NeuralNetTorch,kdd_internet_usage,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r53_BAG_L1
1460,RandomForest,kdd_internet_usage,1,RandomForest_c1_BAG_L1,RandomForest_r129_BAG_L1
1461,XGBoost,kdd_internet_usage,1,XGBoost_c1_BAG_L1,XGBoost_r89_BAG_L1
1462,NeuralNetFastAI,kdd_internet_usage,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r108_BAG_L1
1463,CatBoost,kdd_internet_usage,2,CatBoost_c1_BAG_L1,CatBoost_r193_BAG_L1
1464,LightGBM,kdd_internet_usage,2,LightGBM_c1_BAG_L1,LightGBM_r175_BAG_L1
1465,LinearModel,kdd_internet_usage,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1466,NeuralNetTorch,kdd_internet_usage,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r161_BAG_L1
1467,RandomForest,kdd_internet_usage,2,RandomForest_c1_BAG_L1,RandomForest_r129_BAG_L1
1468,XGBoost,kdd_internet_usage,2,XGBoost_c1_BAG_L1,XGBoost_r74_BAG_L1
1469,NeuralNetFastAI,kdd_internet_usage,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r34_BAG_L1
1470,CatBoost,kick,0,CatBoost_c1_BAG_L1,CatBoost_r69_BAG_L1
1471,LightGBM,kick,0,LightGBM_c1_BAG_L1,LightGBM_r19_BAG_L1
1472,LinearModel,kick,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1473,NeuralNetTorch,kick,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r31_BAG_L1
1474,RandomForest,kick,0,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
