dataset,fold,config,cal_size,test_size,base_logloss,base_brier,base_accuracy,base_ece-15,iso_logloss,iso_brier,iso_accuracy,iso_ece-15,iso_time,guo_ts_logloss,guo_ts_brier,guo_ts_accuracy,guo_ts_ece-15,guo_ts_time,prob_ts_logloss,prob_ts_brier,prob_ts_accuracy,prob_ts_ece-15,prob_ts_time,ts_logloss,ts_brier,ts_accuracy,ts_ece-15,ts_time,as_logloss,as_brier,as_accuracy,as_ece-15,as_time,qs_logloss,qs_brier,qs_accuracy,qs_ece-15,qs_time
pollen,2,CatBoost_r16_BAG_L1,3463,385,0.6930047869682312,0.49986696243286133,0.4987013041973114,0.005012155510485172,0.6952399478935938,0.5020839077327253,0.501298725605011,0.01884773001074791,0.0010665419977158308,0.6929412484169006,0.4997970461845398,0.4987013041973114,0.003193135606124997,0.0007472079887520522,0.6930020451545715,0.49986398220062256,0.4987013041973114,0.005023966543376446,0.004567500000121072,0.6930048660593582,0.4998669771578514,0.4987013041973114,0.005012103822082281,0.0006124170031398535,0.693003766038667,0.49986598413958344,0.4987013041973114,0.005449156276881695,0.002145083009963855,0.6929897923027905,0.4998522913891485,0.4987013041973114,0.005360626615583897,0.0025717920070746914
pollen,2,LightGBM_r65_BAG_L1,3463,385,0.7005617022514343,0.5073838829994202,0.4545454680919647,0.044849786907434464,0.7006410498569905,0.5074497614511116,0.4727272689342499,0.058440033346414566,0.0009853340015979484,0.6976046562194824,0.5044497847557068,0.4545454680919647,0.009502677246928215,0.0007037079922156408,0.6987784504890442,0.5056166648864746,0.4545454680919647,0.03064829483628273,0.004405375002534129,0.6988212046140582,0.5056591766644163,0.4545454680919647,0.030715620145201683,0.0007463749934686348,0.6988206008774105,0.5056585317417434,0.4545454680919647,0.030526846647262573,0.002223000003141351,0.6988883289691786,0.505725876800261,0.4545454680919647,0.031619153916835785,0.002664291998371482
pollen,2,LinearModel_r31_BAG_L1,3463,385,0.6936070322990417,0.5004606246948242,0.4961038827896118,0.007187188137322664,0.6931473486409727,0.5000001680809991,0.501298725605011,0.0015882219886407256,0.0010311660007573664,0.6933693885803223,0.5002224445343018,0.4961038827896118,0.0015005511231720448,0.0006647080008406192,0.6931472420692444,0.5,0.501298725605011,0.0012986958026885986,0.004765750010847114,0.6934478547547978,0.5002990599740027,0.5038961172103882,0.006568017415702343,0.0005067909951321781,0.6934321385798025,0.5002834334846494,0.501298725605011,0.006319930776953697,0.0021207500103628263,0.6934271018530829,0.5002784185863763,0.501298725605011,0.006308948155492544,0.0030951660010032356
pollen,2,NeuralNetTorch_r36_BAG_L1,3463,385,0.6920956969261169,0.4989502429962158,0.5194805264472961,0.0052156210877001286,0.6926585563004454,0.4995087907130478,0.5194805264472961,0.035165198147296906,0.0009651250002207235,0.69241863489151,0.49927201867103577,0.5194805264472961,0.00010511279106140137,0.0007290830108104274,0.6915445923805237,0.49840444326400757,0.5194805264472961,0.013864096254110336,0.004623457993147895,0.6915579598816545,0.4984176181032474,0.5194805264472961,0.013868313282728195,0.0006217920017661527,0.691549938119944,0.49840875545634916,0.4909090995788574,0.008726634085178375,0.0022160000080475584,0.6915355413680901,0.4983945860918744,0.5194805264472961,0.009753933176398277,0.0034434169938322157
pollen,2,RandomForest_r122_BAG_L1,3463,385,0.7129909992218018,0.5193176865577698,0.4649350643157959,0.08862711489200592,0.7007912703715555,0.5062413597356231,0.4987013041973114,0.020092874765396118,0.0010661669948603958,0.7040181159973145,0.5107490420341492,0.4649350643157959,0.04883894696831703,0.013129667000612244,0.6946236491203308,0.5014760494232178,0.4649350643157959,0.0004615485668182373,0.004655750002712011,0.6946126900008875,0.5014649767954472,0.4649350643157959,0.0004671833012253046,0.0005874159978702664,0.6946146201597722,0.5014668921138459,0.4623376727104187,0.0006509292288683355,0.002161041004001163,0.6954814982016555,0.5023291244112844,0.4727272689342499,0.008998703211545944,0.0031719999969936907
pollen,2,XGBoost_r189_BAG_L1,3463,385,0.699089527130127,0.5059232115745544,0.4389610290527344,0.020419608801603317,0.7014990319082959,0.5083322363325167,0.43376624584198,0.06861241161823273,0.0009660829964559525,0.696870744228363,0.5037181973457336,0.4389610290527344,0.015600313432514668,0.0006602079956792295,0.6977983117103577,0.5046412348747253,0.4389610290527344,0.014630461111664772,0.004569082986563444,0.6978516381085335,0.5046943230922027,0.4389610290527344,0.01223656628280878,0.0006047920032870024,0.6978574548042846,0.5047000925492269,0.43376624584198,0.01481324527412653,0.0021790829923702404,0.6978910363267146,0.5047337780807282,0.4363636374473572,0.011535530909895897,0.002736290989560075
pollen,2,NeuralNetFastAI_r95_BAG_L1,3463,385,0.6915504336357117,0.4984186291694641,0.5038961172103882,0.00935385562479496,0.6913183077830697,0.49820023956500975,0.5220779180526733,0.016282416880130768,0.000993042005575262,0.6916615962982178,0.498520165681839,0.5038961172103882,0.013124573975801468,0.000890584007720463,0.6916294693946838,0.4984889328479767,0.5038961172103882,0.012706364504992962,0.0048757500044303015,0.691629512537512,0.49848901889686026,0.5038961172103882,0.012706686742603779,0.0006583749927813187,0.6915705866219839,0.4984310854501675,0.5142857432365417,0.009296677075326443,0.00267033300769981,0.6915226665510028,0.4983853947372267,0.5090909004211426,0.008433565497398376,0.011551209012395702
puma32H,0,CatBoost_r170_BAG_L1,7372,820,0.2108137607574463,0.13158464431762695,0.9073171019554138,0.02755916304886341,0.20335511235792467,0.12998278914125977,0.9048780202865601,0.018163885921239853,0.0015099580050446093,0.21962186694145203,0.13203738629817963,0.9073171019554138,0.046789783984422684,0.025621957989642397,0.21126854419708252,0.13148008286952972,0.9073171019554138,0.028900878503918648,0.0057158330018864945,0.21123388980918759,0.13147917699605122,0.9073171019554138,0.028861965984106064,0.0011411250015953556,0.2111997155897507,0.13145683483011894,0.9060975313186646,0.025948235765099525,0.012769124994520098,0.21119539356951886,0.13144899662826579,0.9060975313186646,0.0267881378531456,0.02953854200313799
puma32H,0,LightGBM_r111_BAG_L1,7372,820,0.22682809829711914,0.14330048859119415,0.8902438879013062,0.028965488076210022,0.22249431111850426,0.1430699587600296,0.8926829099655151,0.021694015711545944,0.0015817910025361925,0.23525632917881012,0.14473940432071686,0.8902438879013062,0.036483556032180786,0.025291833997471258,0.22664140164852142,0.14330413937568665,0.8902438879013062,0.02858537808060646,0.005593125009909272,0.2266083957926954,0.1433026091520194,0.8902438879013062,0.028552085161209106,0.001052040999638848,0.22659230802810942,0.14328250058138875,0.8914633989334106,0.030882231891155243,0.010189042004640214,0.22663322441672248,0.14330204916841877,0.8902438879013062,0.03010520525276661,0.013822333989082836
puma32H,0,LinearModel_r31_BAG_L1,7372,820,0.6616159081459045,0.4682976007461548,0.6414633989334106,0.05264382064342499,0.6572859711576211,0.4644180257376622,0.6378048658370972,0.04486886411905289,0.0016520830104127526,0.6616907715797424,0.4689107835292816,0.6414633989334106,0.047258246690034866,0.016773583003669046,0.6609998941421509,0.4678782522678375,0.6414633989334106,0.05470678210258484,0.005477582992170937,0.6610009789261853,0.46787898177123305,0.6414633989334106,0.054710984230041504,0.0011322089994791895,0.6610012247754687,0.46787987600977693,0.6390243768692017,0.0546480156481266,0.003911167004844174,0.6610230827756135,0.4679055109456151,0.6390243768692017,0.054680343717336655,0.005921417003264651
